,ID,id,lat,lon,datetime
0,EP011949,            UNNAMED,20.2,-106.3,1949-06-11 00:00:00
1,EP011949,            UNNAMED,20.2,-106.4,1949-06-11 06:00:00
2,EP011949,            UNNAMED,20.2,-106.7,1949-06-11 12:00:00
3,EP011949,            UNNAMED,20.3,-107.7,1949-06-11 18:00:00
4,EP011949,            UNNAMED,20.4,-108.6,1949-06-12 00:00:00
5,EP011949,            UNNAMED,20.5,-109.4,1949-06-12 06:00:00
6,EP011949,            UNNAMED,20.6,-110.2,1949-06-12 12:00:00
7,EP021949,            UNNAMED,14.1,-107.0,1949-06-17 12:00:00
8,EP021949,            UNNAMED,14.6,-107.7,1949-06-17 18:00:00
9,EP021949,            UNNAMED,15.0,-108.4,1949-06-18 00:00:00
10,EP021949,            UNNAMED,15.4,-109.2,1949-06-18 06:00:00
11,EP021949,            UNNAMED,15.7,-110.0,1949-06-18 12:00:00
12,EP021949,            UNNAMED,16.0,-110.8,1949-06-18 18:00:00
13,EP021949,            UNNAMED,16.3,-111.6,1949-06-19 00:00:00
14,EP021949,            UNNAMED,16.7,-112.3,1949-06-19 06:00:00
15,EP021949,            UNNAMED,17.1,-112.9,1949-06-19 12:00:00
16,EP021949,            UNNAMED,17.5,-113.5,1949-06-19 18:00:00
17,EP021949,            UNNAMED,18.0,-114.1,1949-06-20 00:00:00
18,EP021949,            UNNAMED,18.4,-114.6,1949-06-20 06:00:00
19,EP021949,            UNNAMED,18.9,-115.1,1949-06-20 12:00:00
20,EP021949,            UNNAMED,19.4,-115.6,1949-06-20 18:00:00
21,EP021949,            UNNAMED,19.9,-116.0,1949-06-21 00:00:00
22,EP021949,            UNNAMED,20.4,-116.4,1949-06-21 06:00:00
23,EP021949,            UNNAMED,21.0,-116.7,1949-06-21 12:00:00
24,EP021949,            UNNAMED,21.5,-117.1,1949-06-21 18:00:00
25,EP021949,            UNNAMED,22.0,-117.5,1949-06-22 00:00:00
26,EP021949,            UNNAMED,22.5,-117.8,1949-06-22 06:00:00
27,EP021949,            UNNAMED,23.1,-118.0,1949-06-22 12:00:00
28,EP021949,            UNNAMED,23.9,-118.0,1949-06-22 18:00:00
29,EP021949,            UNNAMED,24.7,-117.7,1949-06-23 00:00:00
30,EP021949,            UNNAMED,25.4,-117.4,1949-06-23 06:00:00
31,EP021949,            UNNAMED,26.0,-117.0,1949-06-23 12:00:00
32,EP031949,            UNNAMED,17.3,-106.3,1949-09-03 12:00:00
33,EP031949,            UNNAMED,17.6,-106.6,1949-09-03 18:00:00
34,EP031949,            UNNAMED,17.9,-106.8,1949-09-04 00:00:00
35,EP031949,            UNNAMED,18.4,-106.8,1949-09-04 06:00:00
36,EP031949,            UNNAMED,18.8,-106.9,1949-09-04 12:00:00
37,EP031949,            UNNAMED,18.9,-106.9,1949-09-04 18:00:00
38,EP031949,            UNNAMED,19.0,-107.0,1949-09-05 00:00:00
39,EP031949,            UNNAMED,19.0,-107.1,1949-09-05 06:00:00
40,EP031949,            UNNAMED,19.1,-107.2,1949-09-05 12:00:00
41,EP031949,            UNNAMED,19.6,-107.9,1949-09-05 18:00:00
42,EP031949,            UNNAMED,20.2,-108.8,1949-09-06 00:00:00
43,EP031949,            UNNAMED,20.7,-109.4,1949-09-06 06:00:00
44,EP031949,            UNNAMED,21.2,-110.0,1949-09-06 12:00:00
45,EP031949,            UNNAMED,22.0,-110.8,1949-09-06 18:00:00
46,EP031949,            UNNAMED,22.9,-111.7,1949-09-07 00:00:00
47,EP031949,            UNNAMED,23.8,-112.8,1949-09-07 06:00:00
48,EP031949,            UNNAMED,24.8,-113.8,1949-09-07 12:00:00
49,EP031949,            UNNAMED,25.5,-114.5,1949-09-07 18:00:00
50,EP031949,            UNNAMED,26.2,-115.2,1949-09-08 00:00:00
51,EP031949,            UNNAMED,27.6,-115.9,1949-09-08 06:00:00
52,EP031949,            UNNAMED,28.6,-116.4,1949-09-08 12:00:00
53,EP031949,            UNNAMED,28.4,-116.4,1949-09-08 18:00:00
54,EP031949,            UNNAMED,28.2,-116.4,1949-09-09 00:00:00
55,EP031949,            UNNAMED,28.1,-116.4,1949-09-09 06:00:00
56,EP031949,            UNNAMED,28.0,-116.5,1949-09-09 12:00:00
57,EP041949,            UNNAMED,19.3,-108.6,1949-09-09 12:00:00
58,EP041949,            UNNAMED,20.2,-109.4,1949-09-09 18:00:00
59,EP041949,            UNNAMED,21.2,-110.2,1949-09-10 00:00:00
60,EP041949,            UNNAMED,21.8,-110.6,1949-09-10 06:00:00
61,EP041949,            UNNAMED,22.5,-110.9,1949-09-10 12:00:00
62,EP041949,            UNNAMED,23.2,-111.0,1949-09-10 18:00:00
63,EP041949,            UNNAMED,23.9,-111.0,1949-09-11 00:00:00
64,EP041949,            UNNAMED,24.3,-111.0,1949-09-11 06:00:00
65,EP041949,            UNNAMED,24.5,-110.9,1949-09-11 12:00:00
66,EP051949,            UNNAMED,15.4,-101.3,1949-09-17 12:00:00
67,EP051949,            UNNAMED,15.8,-102.8,1949-09-17 18:00:00
68,EP051949,            UNNAMED,16.5,-103.9,1949-09-18 00:00:00
69,EP051949,            UNNAMED,17.7,-104.6,1949-09-18 06:00:00
70,EP051949,            UNNAMED,18.7,-105.4,1949-09-18 12:00:00
71,EP051949,            UNNAMED,19.0,-106.1,1949-09-18 18:00:00
72,EP051949,            UNNAMED,19.3,-106.7,1949-09-19 00:00:00
73,EP051949,            UNNAMED,19.7,-107.3,1949-09-19 06:00:00
74,EP051949,            UNNAMED,20.1,-107.9,1949-09-19 12:00:00
75,EP061949,            UNNAMED,16.1,-107.4,1949-09-29 00:00:00
76,EP061949,            UNNAMED,17.0,-107.2,1949-09-29 06:00:00
77,EP061949,            UNNAMED,17.9,-107.3,1949-09-29 12:00:00
78,EP061949,            UNNAMED,18.6,-107.9,1949-09-29 18:00:00
79,EP061949,            UNNAMED,18.8,-108.8,1949-09-30 00:00:00
80,EP061949,            UNNAMED,18.2,-110.1,1949-09-30 06:00:00
81,EP061949,            UNNAMED,16.7,-111.6,1949-09-30 12:00:00
82,EP011950,            UNNAMED,14.1,-98.2,1950-06-14 12:00:00
83,EP011950,            UNNAMED,14.2,-98.5,1950-06-14 18:00:00
84,EP011950,            UNNAMED,14.4,-98.9,1950-06-15 00:00:00
85,EP011950,            UNNAMED,14.8,-99.5,1950-06-15 06:00:00
86,EP011950,            UNNAMED,15.2,-99.9,1950-06-15 12:00:00
87,EP011950,            UNNAMED,15.4,-100.0,1950-06-15 18:00:00
88,EP011950,            UNNAMED,15.6,-100.1,1950-06-16 00:00:00
89,EP011950,            UNNAMED,15.9,-100.2,1950-06-16 06:00:00
90,EP011950,            UNNAMED,16.1,-100.3,1950-06-16 12:00:00
91,EP011950,            UNNAMED,16.1,-100.6,1950-06-16 18:00:00
92,EP011950,            UNNAMED,16.2,-101.1,1950-06-17 00:00:00
93,EP011950,            UNNAMED,16.4,-101.6,1950-06-17 06:00:00
94,EP011950,            UNNAMED,16.6,-102.1,1950-06-17 12:00:00
95,EP011950,            UNNAMED,16.8,-102.8,1950-06-17 18:00:00
96,EP011950,            UNNAMED,17.0,-103.6,1950-06-18 00:00:00
97,EP011950,            UNNAMED,17.4,-105.0,1950-06-18 06:00:00
98,EP011950,            UNNAMED,18.1,-106.0,1950-06-18 12:00:00
99,EP011950,            UNNAMED,19.0,-106.0,1950-06-18 18:00:00
100,EP011950,            UNNAMED,20.0,-106.0,1950-06-19 00:00:00
101,EP011950,            UNNAMED,20.8,-106.0,1950-06-19 06:00:00
102,EP011950,            UNNAMED,21.5,-106.0,1950-06-19 12:00:00
103,EP021950,            UNNAMED,18.4,-105.9,1950-07-03 12:00:00
104,EP021950,            UNNAMED,19.0,-106.3,1950-07-03 18:00:00
105,EP021950,            UNNAMED,19.5,-106.7,1950-07-04 00:00:00
106,EP021950,            UNNAMED,20.2,-107.2,1950-07-04 06:00:00
107,EP021950,            UNNAMED,20.7,-107.8,1950-07-04 12:00:00
108,EP021950,            UNNAMED,21.0,-108.4,1950-07-04 18:00:00
109,EP021950,            UNNAMED,21.1,-109.0,1950-07-05 00:00:00
110,EP021950,            UNNAMED,21.2,-109.7,1950-07-05 06:00:00
111,EP021950,            UNNAMED,21.4,-110.4,1950-07-05 12:00:00
112,EP021950,            UNNAMED,21.8,-111.2,1950-07-05 18:00:00
113,EP021950,            UNNAMED,22.3,-112.0,1950-07-06 00:00:00
114,EP021950,            UNNAMED,22.8,-112.8,1950-07-06 06:00:00
115,EP021950,            UNNAMED,23.3,-113.6,1950-07-06 12:00:00
116,EP031950,            UNNAMED,16.1,-108.0,1950-07-09 12:00:00
117,EP031950,            UNNAMED,16.4,-108.4,1950-07-09 18:00:00
118,EP031950,            UNNAMED,16.7,-108.9,1950-07-10 00:00:00
119,EP031950,            UNNAMED,17.1,-109.7,1950-07-10 06:00:00
120,EP031950,            UNNAMED,17.5,-110.5,1950-07-10 12:00:00
121,EP031950,            UNNAMED,17.8,-111.2,1950-07-10 18:00:00
122,EP031950,            UNNAMED,18.0,-112.0,1950-07-11 00:00:00
123,EP031950,            UNNAMED,18.3,-113.0,1950-07-11 06:00:00
124,EP031950,            UNNAMED,18.6,-114.0,1950-07-11 12:00:00
125,EP031950,            UNNAMED,18.7,-114.9,1950-07-11 18:00:00
126,EP031950,            UNNAMED,18.6,-115.9,1950-07-12 00:00:00
127,EP031950,            UNNAMED,18.4,-117.0,1950-07-12 06:00:00
128,EP031950,            UNNAMED,18.1,-118.0,1950-07-12 12:00:00
129,CP011950,               HIKI,14.5,-144.5,1950-08-12 00:00:00
130,CP011950,               HIKI,14.9,-144.8,1950-08-12 06:00:00
131,CP011950,               HIKI,15.2,-145.2,1950-08-12 12:00:00
132,CP011950,               HIKI,15.5,-145.6,1950-08-12 18:00:00
133,CP011950,               HIKI,15.7,-145.8,1950-08-13 00:00:00
134,CP011950,               HIKI,15.9,-146.3,1950-08-13 06:00:00
135,CP011950,               HIKI,16.3,-146.9,1950-08-13 12:00:00
136,CP011950,               HIKI,16.6,-147.6,1950-08-13 18:00:00
137,CP011950,               HIKI,16.8,-148.1,1950-08-14 00:00:00
138,CP011950,               HIKI,17.5,-149.1,1950-08-14 06:00:00
139,CP011950,               HIKI,18.3,-150.1,1950-08-14 12:00:00
140,CP011950,               HIKI,19.3,-151.3,1950-08-14 18:00:00
141,CP011950,               HIKI,20.1,-152.4,1950-08-15 00:00:00
142,CP011950,               HIKI,20.7,-153.4,1950-08-15 06:00:00
143,CP011950,               HIKI,21.4,-154.4,1950-08-15 12:00:00
144,CP011950,               HIKI,22.3,-155.6,1950-08-15 18:00:00
145,CP011950,               HIKI,23.0,-156.6,1950-08-16 00:00:00
146,CP011950,               HIKI,23.7,-157.5,1950-08-16 06:00:00
147,CP011950,               HIKI,24.3,-158.4,1950-08-16 12:00:00
148,CP011950,               HIKI,24.7,-159.6,1950-08-16 18:00:00
149,CP011950,               HIKI,24.7,-160.8,1950-08-17 00:00:00
150,CP011950,               HIKI,24.5,-161.6,1950-08-17 06:00:00
151,CP011950,               HIKI,24.0,-162.4,1950-08-17 12:00:00
152,CP011950,               HIKI,23.6,-163.1,1950-08-17 18:00:00
153,CP011950,               HIKI,23.3,-163.8,1950-08-18 00:00:00
154,CP011950,               HIKI,22.8,-164.7,1950-08-18 06:00:00
155,CP011950,               HIKI,22.6,-165.6,1950-08-18 12:00:00
156,CP011950,               HIKI,22.5,-166.5,1950-08-18 18:00:00
157,CP011950,               HIKI,22.5,-167.4,1950-08-19 00:00:00
158,CP011950,               HIKI,22.6,-168.7,1950-08-19 06:00:00
159,CP011950,               HIKI,22.7,-169.7,1950-08-19 12:00:00
160,CP011950,               HIKI,23.2,-170.4,1950-08-19 18:00:00
161,CP011950,               HIKI,23.6,-171.5,1950-08-20 00:00:00
162,CP011950,               HIKI,24.1,-172.4,1950-08-20 06:00:00
163,CP011950,               HIKI,24.7,-173.7,1950-08-20 12:00:00
164,CP011950,               HIKI,25.3,-174.3,1950-08-20 18:00:00
165,CP011950,               HIKI,26.0,-175.7,1950-08-21 00:00:00
166,CP011950,               HIKI,26.7,-176.9,1950-08-21 06:00:00
167,CP011950,               HIKI,27.4,-178.0,1950-08-21 12:00:00
168,EP041950,            UNNAMED,17.5,-116.8,1950-08-12 12:00:00
169,EP041950,            UNNAMED,17.7,-116.8,1950-08-12 18:00:00
170,EP041950,            UNNAMED,18.0,-117.1,1950-08-13 00:00:00
171,EP041950,            UNNAMED,18.4,-117.7,1950-08-13 06:00:00
172,EP041950,            UNNAMED,18.8,-118.7,1950-08-13 12:00:00
173,EP051950,            UNNAMED,17.3,-131.5,1950-08-26 12:00:00
174,EP051950,            UNNAMED,17.7,-132.4,1950-08-26 18:00:00
175,EP051950,            UNNAMED,17.9,-133.2,1950-08-27 00:00:00
176,EP051950,            UNNAMED,17.9,-133.8,1950-08-27 06:00:00
177,EP051950,            UNNAMED,18.0,-134.4,1950-08-27 12:00:00
178,EP051950,            UNNAMED,18.1,-135.1,1950-08-27 18:00:00
179,EP051950,            UNNAMED,18.3,-135.8,1950-08-28 00:00:00
180,EP051950,            UNNAMED,18.5,-136.4,1950-08-28 06:00:00
181,EP051950,            UNNAMED,18.6,-137.0,1950-08-28 12:00:00
182,EP051950,            UNNAMED,18.7,-137.5,1950-08-28 18:00:00
183,EP051950,            UNNAMED,18.8,-138.1,1950-08-29 00:00:00
184,EP051950,            UNNAMED,18.9,-138.8,1950-08-29 06:00:00
185,EP051950,            UNNAMED,19.0,-139.6,1950-08-29 12:00:00
186,EP051950,            UNNAMED,19.1,-140.3,1950-08-29 18:00:00
187,EP051950,            UNNAMED,19.3,-141.1,1950-08-30 00:00:00
188,EP051950,            UNNAMED,19.5,-142.0,1950-08-30 06:00:00
189,EP051950,            UNNAMED,19.7,-143.0,1950-08-30 12:00:00
190,EP061950,            UNNAMED,14.0,-108.7,1950-10-01 12:00:00
191,EP061950,            UNNAMED,14.7,-109.0,1950-10-01 18:00:00
192,EP061950,            UNNAMED,15.2,-109.4,1950-10-02 00:00:00
193,EP061950,            UNNAMED,15.4,-109.7,1950-10-02 06:00:00
194,EP061950,            UNNAMED,15.6,-110.0,1950-10-02 12:00:00
195,EP061950,            UNNAMED,15.9,-110.4,1950-10-02 18:00:00
196,EP061950,            UNNAMED,16.2,-110.9,1950-10-03 00:00:00
197,EP061950,            UNNAMED,16.5,-111.4,1950-10-03 06:00:00
198,EP061950,            UNNAMED,16.9,-111.9,1950-10-03 12:00:00
199,EP011951,            UNNAMED,11.0,-104.4,1951-05-17 12:00:00
200,EP011951,            UNNAMED,11.5,-104.3,1951-05-17 18:00:00
201,EP011951,            UNNAMED,12.1,-104.1,1951-05-18 00:00:00
202,EP011951,            UNNAMED,12.8,-103.9,1951-05-18 06:00:00
203,EP011951,            UNNAMED,13.6,-103.8,1951-05-18 12:00:00
204,EP011951,            UNNAMED,14.3,-103.6,1951-05-18 18:00:00
205,EP011951,            UNNAMED,15.0,-103.3,1951-05-19 00:00:00
206,EP011951,            UNNAMED,15.5,-103.1,1951-05-19 06:00:00
207,EP011951,            UNNAMED,15.9,-103.0,1951-05-19 12:00:00
208,EP011951,            UNNAMED,16.4,-102.9,1951-05-19 18:00:00
209,EP011951,            UNNAMED,16.9,-102.8,1951-05-20 00:00:00
210,EP011951,            UNNAMED,17.4,-102.6,1951-05-20 06:00:00
211,EP011951,            UNNAMED,17.8,-102.4,1951-05-20 12:00:00
212,EP011951,            UNNAMED,18.1,-102.0,1951-05-20 18:00:00
213,EP011951,            UNNAMED,18.3,-101.4,1951-05-21 00:00:00
214,EP021951,            UNNAMED,13.8,-95.7,1951-06-01 00:00:00
215,EP021951,            UNNAMED,14.7,-97.4,1951-06-01 06:00:00
216,EP021951,            UNNAMED,15.6,-98.8,1951-06-01 12:00:00
217,EP021951,            UNNAMED,16.7,-99.9,1951-06-01 18:00:00
218,EP021951,            UNNAMED,17.8,-100.5,1951-06-02 00:00:00
219,EP031951,            UNNAMED,16.7,-100.8,1951-06-26 12:00:00
220,EP031951,            UNNAMED,16.9,-101.5,1951-06-26 18:00:00
221,EP031951,            UNNAMED,17.0,-102.2,1951-06-27 00:00:00
222,EP031951,            UNNAMED,17.1,-103.0,1951-06-27 06:00:00
223,EP031951,            UNNAMED,17.2,-103.8,1951-06-27 12:00:00
224,EP041951,            UNNAMED,16.7,-104.1,1951-07-05 12:00:00
225,EP041951,            UNNAMED,17.2,-105.0,1951-07-05 18:00:00
226,EP041951,            UNNAMED,17.8,-105.8,1951-07-06 00:00:00
227,EP041951,            UNNAMED,18.4,-106.4,1951-07-06 06:00:00
228,EP041951,            UNNAMED,19.0,-106.9,1951-07-06 12:00:00
229,EP051951,            UNNAMED,10.6,-94.5,1951-08-03 12:00:00
230,EP051951,            UNNAMED,11.0,-95.4,1951-08-03 18:00:00
231,EP051951,            UNNAMED,11.5,-96.2,1951-08-04 00:00:00
232,EP051951,            UNNAMED,11.9,-96.9,1951-08-04 06:00:00
233,EP051951,            UNNAMED,12.3,-97.7,1951-08-04 12:00:00
234,EP051951,            UNNAMED,12.5,-98.7,1951-08-04 18:00:00
235,EP051951,            UNNAMED,12.7,-100.1,1951-08-05 00:00:00
236,EP051951,            UNNAMED,12.9,-101.9,1951-08-05 06:00:00
237,EP051951,            UNNAMED,13.4,-103.8,1951-08-05 12:00:00
238,EP051951,            UNNAMED,14.2,-105.6,1951-08-05 18:00:00
239,EP051951,            UNNAMED,15.1,-107.3,1951-08-06 00:00:00
240,EP051951,            UNNAMED,16.0,-108.8,1951-08-06 06:00:00
241,EP051951,            UNNAMED,16.9,-110.2,1951-08-06 12:00:00
242,EP051951,            UNNAMED,17.3,-111.2,1951-08-06 18:00:00
243,EP051951,            UNNAMED,17.5,-112.2,1951-08-07 00:00:00
244,EP051951,            UNNAMED,17.5,-113.8,1951-08-07 06:00:00
245,EP051951,            UNNAMED,17.5,-115.3,1951-08-07 12:00:00
246,EP051951,            UNNAMED,17.7,-116.6,1951-08-07 18:00:00
247,EP051951,            UNNAMED,18.0,-117.8,1951-08-08 00:00:00
248,EP051951,            UNNAMED,18.2,-118.7,1951-08-08 06:00:00
249,EP051951,            UNNAMED,18.4,-119.7,1951-08-08 12:00:00
250,EP051951,            UNNAMED,18.6,-121.0,1951-08-08 18:00:00
251,EP051951,            UNNAMED,18.8,-122.3,1951-08-09 00:00:00
252,EP051951,            UNNAMED,19.1,-123.5,1951-08-09 06:00:00
253,EP051951,            UNNAMED,19.4,-124.8,1951-08-09 12:00:00
254,EP051951,            UNNAMED,19.5,-125.8,1951-08-09 18:00:00
255,EP051951,            UNNAMED,19.6,-126.8,1951-08-10 00:00:00
256,EP051951,            UNNAMED,19.7,-127.9,1951-08-10 06:00:00
257,EP051951,            UNNAMED,19.7,-129.0,1951-08-10 12:00:00
258,EP061951,            UNNAMED,15.6,-101.0,1951-08-24 12:00:00
259,EP061951,            UNNAMED,16.6,-103.4,1951-08-24 18:00:00
260,EP061951,            UNNAMED,17.4,-105.1,1951-08-25 00:00:00
261,EP061951,            UNNAMED,17.9,-106.2,1951-08-25 06:00:00
262,EP061951,            UNNAMED,18.5,-107.3,1951-08-25 12:00:00
263,EP061951,            UNNAMED,19.2,-108.5,1951-08-25 18:00:00
264,EP061951,            UNNAMED,20.0,-109.7,1951-08-26 00:00:00
265,EP061951,            UNNAMED,20.8,-110.9,1951-08-26 06:00:00
266,EP061951,            UNNAMED,21.6,-112.0,1951-08-26 12:00:00
267,EP061951,            UNNAMED,22.1,-113.6,1951-08-26 18:00:00
268,EP061951,            UNNAMED,22.5,-115.1,1951-08-27 00:00:00
269,EP061951,            UNNAMED,23.3,-115.6,1951-08-27 06:00:00
270,EP061951,            UNNAMED,24.3,-115.8,1951-08-27 12:00:00
271,EP061951,            UNNAMED,25.6,-115.9,1951-08-27 18:00:00
272,EP061951,            UNNAMED,26.9,-116.0,1951-08-28 00:00:00
273,EP061951,            UNNAMED,27.9,-116.0,1951-08-28 06:00:00
274,EP061951,            UNNAMED,28.8,-116.0,1951-08-28 12:00:00
275,EP061951,            UNNAMED,29.9,-115.8,1951-08-28 18:00:00
276,EP061951,            UNNAMED,31.0,-115.5,1951-08-29 00:00:00
277,EP061951,            UNNAMED,31.7,-115.3,1951-08-29 06:00:00
278,EP061951,            UNNAMED,31.9,-115.2,1951-08-29 12:00:00
279,EP071951,            UNNAMED,17.1,-105.6,1951-09-11 12:00:00
280,EP071951,            UNNAMED,17.9,-105.6,1951-09-11 18:00:00
281,EP071951,            UNNAMED,18.6,-105.7,1951-09-12 00:00:00
282,EP071951,            UNNAMED,19.2,-105.7,1951-09-12 06:00:00
283,EP071951,            UNNAMED,19.8,-105.8,1951-09-12 12:00:00
284,EP071951,            UNNAMED,20.4,-106.2,1951-09-12 18:00:00
285,EP071951,            UNNAMED,20.9,-106.7,1951-09-13 00:00:00
286,EP071951,            UNNAMED,21.2,-106.9,1951-09-13 06:00:00
287,EP071951,            UNNAMED,21.4,-107.2,1951-09-13 12:00:00
288,EP071951,            UNNAMED,21.6,-107.5,1951-09-13 18:00:00
289,EP071951,            UNNAMED,21.8,-107.8,1951-09-14 00:00:00
290,EP071951,            UNNAMED,21.9,-108.1,1951-09-14 06:00:00
291,EP071951,            UNNAMED,21.9,-108.4,1951-09-14 12:00:00
292,EP071951,            UNNAMED,21.8,-108.8,1951-09-14 18:00:00
293,EP071951,            UNNAMED,21.7,-109.4,1951-09-15 00:00:00
294,EP071951,            UNNAMED,21.7,-110.2,1951-09-15 06:00:00
295,EP071951,            UNNAMED,21.9,-110.9,1951-09-15 12:00:00
296,EP081951,            UNNAMED,13.4,-100.7,1951-09-23 12:00:00
297,EP081951,            UNNAMED,13.5,-101.7,1951-09-23 18:00:00
298,EP081951,            UNNAMED,13.8,-102.6,1951-09-24 00:00:00
299,EP081951,            UNNAMED,14.3,-103.3,1951-09-24 06:00:00
300,EP081951,            UNNAMED,14.8,-104.0,1951-09-24 12:00:00
301,EP081951,            UNNAMED,15.2,-105.0,1951-09-24 18:00:00
302,EP081951,            UNNAMED,15.5,-106.1,1951-09-25 00:00:00
303,EP081951,            UNNAMED,15.7,-107.1,1951-09-25 06:00:00
304,EP081951,            UNNAMED,16.0,-108.0,1951-09-25 12:00:00
305,EP081951,            UNNAMED,16.3,-109.1,1951-09-25 18:00:00
306,EP081951,            UNNAMED,16.7,-110.2,1951-09-26 00:00:00
307,EP081951,            UNNAMED,17.2,-111.5,1951-09-26 06:00:00
308,EP081951,            UNNAMED,17.8,-112.8,1951-09-26 12:00:00
309,EP081951,            UNNAMED,18.2,-113.5,1951-09-26 18:00:00
310,EP081951,            UNNAMED,18.6,-114.1,1951-09-27 00:00:00
311,EP081951,            UNNAMED,19.0,-114.8,1951-09-27 06:00:00
312,EP081951,            UNNAMED,19.4,-115.6,1951-09-27 12:00:00
313,EP081951,            UNNAMED,19.6,-116.4,1951-09-27 18:00:00
314,EP081951,            UNNAMED,19.7,-117.3,1951-09-28 00:00:00
315,EP081951,            UNNAMED,19.8,-118.5,1951-09-28 06:00:00
316,EP081951,            UNNAMED,19.9,-119.9,1951-09-28 12:00:00
317,EP091951,            UNNAMED,14.0,-104.0,1951-11-27 12:00:00
318,EP091951,            UNNAMED,14.5,-105.0,1951-11-27 18:00:00
319,EP091951,            UNNAMED,15.1,-105.9,1951-11-28 00:00:00
320,EP091951,            UNNAMED,15.9,-106.7,1951-11-28 06:00:00
321,EP091951,            UNNAMED,16.7,-107.2,1951-11-28 12:00:00
322,EP091951,            UNNAMED,17.3,-107.6,1951-11-28 18:00:00
323,EP091951,            UNNAMED,17.9,-107.9,1951-11-29 00:00:00
324,EP091951,            UNNAMED,18.7,-108.2,1951-11-29 06:00:00
325,EP091951,            UNNAMED,19.6,-108.5,1951-11-29 12:00:00
326,EP091951,            UNNAMED,20.9,-108.8,1951-11-29 18:00:00
327,EP091951,            UNNAMED,22.2,-108.9,1951-11-30 00:00:00
328,EP091951,            UNNAMED,23.1,-108.9,1951-11-30 06:00:00
329,EP091951,            UNNAMED,24.0,-108.9,1951-11-30 12:00:00
330,EP011952,            UNNAMED,12.9,-112.7,1952-05-29 12:00:00
331,EP011952,            UNNAMED,13.5,-112.2,1952-05-29 18:00:00
332,EP011952,            UNNAMED,14.1,-111.7,1952-05-30 00:00:00
333,EP011952,            UNNAMED,14.8,-111.2,1952-05-30 06:00:00
334,EP011952,            UNNAMED,15.4,-110.7,1952-05-30 12:00:00
335,EP011952,            UNNAMED,16.0,-110.1,1952-05-30 18:00:00
336,EP011952,            UNNAMED,16.6,-109.4,1952-05-31 00:00:00
337,EP011952,            UNNAMED,17.1,-108.8,1952-05-31 06:00:00
338,EP011952,            UNNAMED,17.5,-108.1,1952-05-31 12:00:00
339,EP021952,            UNNAMED,14.6,-99.3,1952-06-12 12:00:00
340,EP021952,            UNNAMED,14.8,-100.0,1952-06-12 18:00:00
341,EP021952,            UNNAMED,15.1,-100.7,1952-06-13 00:00:00
342,EP021952,            UNNAMED,15.6,-101.3,1952-06-13 06:00:00
343,EP021952,            UNNAMED,16.1,-101.9,1952-06-13 12:00:00
344,EP021952,            UNNAMED,16.3,-102.7,1952-06-13 18:00:00
345,EP021952,            UNNAMED,16.5,-103.6,1952-06-14 00:00:00
346,EP021952,            UNNAMED,16.8,-104.2,1952-06-14 06:00:00
347,EP021952,            UNNAMED,17.1,-104.8,1952-06-14 12:00:00
348,EP021952,            UNNAMED,17.3,-105.7,1952-06-14 18:00:00
349,EP021952,            UNNAMED,17.4,-106.6,1952-06-15 00:00:00
350,EP021952,            UNNAMED,17.5,-107.3,1952-06-15 06:00:00
351,EP021952,            UNNAMED,17.7,-107.7,1952-06-15 12:00:00
352,EP021952,            UNNAMED,18.0,-107.9,1952-06-15 18:00:00
353,EP021952,            UNNAMED,18.3,-108.0,1952-06-16 00:00:00
354,EP021952,            UNNAMED,18.6,-108.0,1952-06-16 06:00:00
355,EP021952,            UNNAMED,19.0,-108.0,1952-06-16 12:00:00
356,EP031952,            UNNAMED,19.5,-108.7,1952-07-19 00:00:00
357,EP031952,            UNNAMED,20.2,-109.6,1952-07-19 06:00:00
358,EP031952,            UNNAMED,20.7,-110.5,1952-07-19 12:00:00
359,EP031952,            UNNAMED,21.1,-111.3,1952-07-19 18:00:00
360,EP031952,            UNNAMED,21.4,-112.1,1952-07-20 00:00:00
361,EP031952,            UNNAMED,21.7,-112.9,1952-07-20 06:00:00
362,EP031952,            UNNAMED,22.0,-113.6,1952-07-20 12:00:00
363,EP031952,            UNNAMED,22.4,-114.4,1952-07-20 18:00:00
364,EP031952,            UNNAMED,22.8,-115.1,1952-07-21 00:00:00
365,EP041952,            UNNAMED,16.5,-115.0,1952-07-24 00:00:00
366,EP041952,            UNNAMED,16.8,-115.4,1952-07-24 06:00:00
367,EP041952,            UNNAMED,17.0,-115.8,1952-07-24 12:00:00
368,EP041952,            UNNAMED,17.1,-116.3,1952-07-24 18:00:00
369,EP041952,            UNNAMED,17.1,-116.8,1952-07-25 00:00:00
370,EP041952,            UNNAMED,17.2,-117.7,1952-07-25 06:00:00
371,EP041952,            UNNAMED,17.4,-118.6,1952-07-25 12:00:00
372,EP041952,            UNNAMED,17.6,-119.2,1952-07-25 18:00:00
373,EP041952,            UNNAMED,17.8,-119.8,1952-07-26 00:00:00
374,EP041952,            UNNAMED,18.2,-121.0,1952-07-26 06:00:00
375,EP041952,            UNNAMED,18.6,-122.2,1952-07-26 12:00:00
376,EP041952,            UNNAMED,19.2,-123.6,1952-07-26 18:00:00
377,EP041952,            UNNAMED,20.0,-125.0,1952-07-27 00:00:00
378,EP051952,            UNNAMED,17.6,-108.1,1952-09-15 12:00:00
379,EP051952,            UNNAMED,18.5,-109.3,1952-09-15 18:00:00
