ID,id,lat,lon,datetime
EP141976,              NAOMI,22.1,-108.4,1976-10-29 06:00:00
EP141976,              NAOMI,22.8,-106.8,1976-10-29 12:00:00
EP141976,              NAOMI,23.4,-106.0,1976-10-29 18:00:00
EP141976,              NAOMI,24.0,-105.2,1976-10-30 00:00:00
EP141976,              NAOMI,24.9,-104.2,1976-10-30 06:00:00
EP141976,              NAOMI,26.0,-103.2,1976-10-30 12:00:00
EP011977,                AVA,11.7,-108.5,1977-05-26 00:00:00
EP011977,                AVA,11.6,-109.1,1977-05-26 06:00:00
EP011977,                AVA,11.5,-109.6,1977-05-26 12:00:00
EP011977,                AVA,11.6,-110.0,1977-05-26 18:00:00
EP011977,                AVA,11.9,-110.3,1977-05-27 00:00:00
EP011977,                AVA,12.7,-110.5,1977-05-27 06:00:00
EP011977,                AVA,13.7,-110.6,1977-05-27 12:00:00
EP011977,                AVA,14.8,-110.6,1977-05-27 18:00:00
EP011977,                AVA,15.8,-110.7,1977-05-28 00:00:00
EP011977,                AVA,16.8,-110.8,1977-05-28 06:00:00
EP011977,                AVA,17.8,-110.7,1977-05-28 12:00:00
EP011977,                AVA,17.9,-110.3,1977-05-28 18:00:00
EP011977,                AVA,18.0,-110.0,1977-05-29 00:00:00
EP011977,                AVA,18.0,-110.0,1977-05-29 06:00:00
EP011977,                AVA,18.0,-110.0,1977-05-29 12:00:00
EP011977,                AVA,18.0,-110.0,1977-05-29 18:00:00
EP011977,                AVA,18.0,-110.0,1977-05-30 00:00:00
EP011977,                AVA,18.0,-110.0,1977-05-30 06:00:00
EP011977,                AVA,18.0,-110.2,1977-05-30 12:00:00
EP021977,            BERNICE,13.0,-109.0,1977-06-25 12:00:00
EP021977,            BERNICE,13.7,-110.0,1977-06-25 18:00:00
EP021977,            BERNICE,14.3,-111.2,1977-06-26 00:00:00
EP021977,            BERNICE,14.6,-112.6,1977-06-26 06:00:00
EP021977,            BERNICE,15.0,-114.0,1977-06-26 12:00:00
EP021977,            BERNICE,15.6,-115.9,1977-06-26 18:00:00
EP021977,            BERNICE,16.5,-116.8,1977-06-27 00:00:00
EP021977,            BERNICE,17.2,-117.9,1977-06-27 06:00:00
EP021977,            BERNICE,18.0,-118.8,1977-06-27 12:00:00
EP021977,            BERNICE,18.8,-120.1,1977-06-27 18:00:00
EP021977,            BERNICE,19.6,-121.4,1977-06-28 00:00:00
EP021977,            BERNICE,20.0,-122.5,1977-06-28 06:00:00
EP021977,            BERNICE,20.1,-123.4,1977-06-28 12:00:00
EP031977,            CLAUDIA,14.5,-110.9,1977-07-03 00:00:00
EP031977,            CLAUDIA,14.8,-111.7,1977-07-03 06:00:00
EP031977,            CLAUDIA,14.9,-112.4,1977-07-03 12:00:00
EP031977,            CLAUDIA,15.0,-113.2,1977-07-03 18:00:00
EP031977,            CLAUDIA,15.1,-114.0,1977-07-04 00:00:00
EP031977,            CLAUDIA,15.2,-114.7,1977-07-04 06:00:00
EP031977,            CLAUDIA,15.2,-115.3,1977-07-04 12:00:00
EP031977,            CLAUDIA,15.4,-116.1,1977-07-04 18:00:00
EP031977,            CLAUDIA,15.5,-117.0,1977-07-05 00:00:00
EP031977,            CLAUDIA,15.7,-118.2,1977-07-05 06:00:00
EP031977,            CLAUDIA,15.9,-119.3,1977-07-05 12:00:00
EP031977,            CLAUDIA,16.0,-120.5,1977-07-05 18:00:00
EP031977,            CLAUDIA,16.3,-122.0,1977-07-06 00:00:00
EP031977,            CLAUDIA,16.5,-123.3,1977-07-06 06:00:00
EP031977,            CLAUDIA,16.4,-124.7,1977-07-06 12:00:00
EP031977,            CLAUDIA,16.3,-126.0,1977-07-06 18:00:00
EP031977,            CLAUDIA,16.0,-127.1,1977-07-07 00:00:00
EP031977,            CLAUDIA,16.2,-128.6,1977-07-07 06:00:00
EP031977,            CLAUDIA,16.2,-130.0,1977-07-07 12:00:00
EP041977,             DOREEN,17.6,-106.5,1977-08-13 00:00:00
EP041977,             DOREEN,17.9,-106.9,1977-08-13 06:00:00
EP041977,             DOREEN,18.4,-107.2,1977-08-13 12:00:00
EP041977,             DOREEN,18.8,-107.7,1977-08-13 18:00:00
EP041977,             DOREEN,19.1,-108.1,1977-08-14 00:00:00
EP041977,             DOREEN,19.5,-108.5,1977-08-14 06:00:00
EP041977,             DOREEN,19.9,-108.9,1977-08-14 12:00:00
EP041977,             DOREEN,20.3,-109.3,1977-08-14 18:00:00
EP041977,             DOREEN,21.0,-110.0,1977-08-15 00:00:00
EP041977,             DOREEN,21.9,-110.2,1977-08-15 06:00:00
EP041977,             DOREEN,22.7,-110.5,1977-08-15 12:00:00
EP041977,             DOREEN,23.6,-110.8,1977-08-15 18:00:00
EP041977,             DOREEN,25.0,-112.0,1977-08-16 00:00:00
EP041977,             DOREEN,26.4,-113.2,1977-08-16 06:00:00
EP041977,             DOREEN,27.7,-114.5,1977-08-16 12:00:00
EP041977,             DOREEN,28.8,-115.8,1977-08-16 18:00:00
EP041977,             DOREEN,29.9,-116.6,1977-08-17 00:00:00
EP041977,             DOREEN,30.7,-117.0,1977-08-17 06:00:00
EP041977,             DOREEN,31.4,-117.8,1977-08-17 12:00:00
EP041977,             DOREEN,32.2,-118.3,1977-08-17 18:00:00
EP041977,             DOREEN,33.0,-118.6,1977-08-18 00:00:00
EP051977,              EMILY,14.0,-118.8,1977-09-13 00:00:00
EP051977,              EMILY,15.0,-120.0,1977-09-13 06:00:00
EP051977,              EMILY,16.0,-121.0,1977-09-13 12:00:00
EP051977,              EMILY,17.1,-121.9,1977-09-13 18:00:00
EP051977,              EMILY,18.2,-122.5,1977-09-14 00:00:00
EP051977,              EMILY,19.0,-122.9,1977-09-14 06:00:00
EP051977,              EMILY,19.5,-123.0,1977-09-14 12:00:00
EP061977,           FLORENCE,13.9,-124.2,1977-09-20 12:00:00
EP061977,           FLORENCE,14.1,-124.3,1977-09-20 18:00:00
EP061977,           FLORENCE,14.4,-124.8,1977-09-21 00:00:00
EP061977,           FLORENCE,14.6,-125.5,1977-09-21 06:00:00
EP061977,           FLORENCE,14.9,-126.3,1977-09-21 12:00:00
EP061977,           FLORENCE,15.1,-126.9,1977-09-21 18:00:00
EP061977,           FLORENCE,15.8,-127.8,1977-09-22 00:00:00
EP061977,           FLORENCE,16.4,-128.1,1977-09-22 06:00:00
EP061977,           FLORENCE,17.2,-127.7,1977-09-22 12:00:00
EP061977,           FLORENCE,17.9,-127.3,1977-09-22 18:00:00
EP061977,           FLORENCE,19.5,-126.4,1977-09-23 00:00:00
EP061977,           FLORENCE,21.3,-125.6,1977-09-23 06:00:00
EP061977,           FLORENCE,23.2,-124.8,1977-09-23 12:00:00
EP061977,           FLORENCE,24.8,-123.8,1977-09-23 18:00:00
EP061977,           FLORENCE,26.2,-122.8,1977-09-24 00:00:00
EP061977,           FLORENCE,27.1,-122.5,1977-09-24 06:00:00
EP061977,           FLORENCE,27.4,-122.3,1977-09-24 12:00:00
EP071977,             GLENDA,10.7,-106.5,1977-09-24 00:00:00
EP071977,             GLENDA,11.8,-107.4,1977-09-24 06:00:00
EP071977,             GLENDA,13.0,-108.1,1977-09-24 12:00:00
EP071977,             GLENDA,14.2,-108.7,1977-09-24 18:00:00
EP071977,             GLENDA,15.5,-109.2,1977-09-25 00:00:00
EP071977,             GLENDA,17.3,-109.9,1977-09-25 06:00:00
EP071977,             GLENDA,19.0,-110.9,1977-09-25 12:00:00
EP071977,             GLENDA,20.0,-112.2,1977-09-25 18:00:00
EP071977,             GLENDA,21.0,-113.6,1977-09-26 00:00:00
EP071977,             GLENDA,22.1,-114.9,1977-09-26 06:00:00
EP071977,             GLENDA,23.2,-115.8,1977-09-26 12:00:00
EP071977,             GLENDA,24.5,-116.0,1977-09-26 18:00:00
EP071977,             GLENDA,25.8,-115.8,1977-09-27 00:00:00
EP071977,             GLENDA,26.9,-115.6,1977-09-27 06:00:00
EP071977,             GLENDA,27.8,-115.2,1977-09-27 12:00:00
EP081977,            HEATHER,15.3,-107.2,1977-10-04 00:00:00
EP081977,            HEATHER,15.8,-108.2,1977-10-04 06:00:00
EP081977,            HEATHER,16.4,-109.1,1977-10-04 12:00:00
EP081977,            HEATHER,17.0,-110.0,1977-10-04 18:00:00
EP081977,            HEATHER,17.9,-111.1,1977-10-05 00:00:00
EP081977,            HEATHER,18.8,-112.1,1977-10-05 06:00:00
EP081977,            HEATHER,20.0,-113.2,1977-10-05 12:00:00
EP081977,            HEATHER,20.5,-114.0,1977-10-05 18:00:00
EP081977,            HEATHER,20.9,-114.3,1977-10-06 00:00:00
EP081977,            HEATHER,22.4,-114.8,1977-10-06 06:00:00
EP081977,            HEATHER,23.7,-115.8,1977-10-06 12:00:00
EP081977,            HEATHER,24.8,-116.8,1977-10-06 18:00:00
EP081977,            HEATHER,25.9,-117.0,1977-10-07 00:00:00
EP081977,            HEATHER,27.0,-116.8,1977-10-07 06:00:00
EP081977,            HEATHER,27.9,-116.4,1977-10-07 12:00:00
EP011978,             ALETTA,15.0,-100.0,1978-05-30 12:00:00
EP011978,             ALETTA,15.6,-100.5,1978-05-30 18:00:00
EP011978,             ALETTA,16.2,-101.0,1978-05-31 00:00:00
EP011978,             ALETTA,16.8,-101.6,1978-05-31 06:00:00
EP011978,             ALETTA,17.5,-102.0,1978-05-31 12:00:00
EP011978,             ALETTA,18.0,-102.1,1978-05-31 18:00:00
EP011978,             ALETTA,18.6,-102.5,1978-06-01 00:00:00
EP011978,             ALETTA,19.0,-102.8,1978-06-01 06:00:00
EP021978,                BUD,11.2,-118.0,1978-06-17 00:00:00
EP021978,                BUD,11.8,-119.0,1978-06-17 06:00:00
EP021978,                BUD,12.2,-120.2,1978-06-17 12:00:00
EP021978,                BUD,12.6,-121.3,1978-06-17 18:00:00
EP021978,                BUD,13.2,-122.3,1978-06-18 00:00:00
EP021978,                BUD,13.9,-123.5,1978-06-18 06:00:00
EP021978,                BUD,14.4,-124.8,1978-06-18 12:00:00
EP021978,                BUD,15.0,-126.0,1978-06-18 18:00:00
EP021978,                BUD,15.5,-127.2,1978-06-19 00:00:00
EP021978,                BUD,15.9,-127.9,1978-06-19 06:00:00
EP021978,                BUD,16.0,-128.8,1978-06-19 12:00:00
EP021978,                BUD,15.8,-129.8,1978-06-19 18:00:00
EP021978,                BUD,16.0,-130.6,1978-06-20 00:00:00
EP021978,                BUD,16.2,-131.5,1978-06-20 06:00:00
EP031978,           CARLOTTA,13.7,-106.1,1978-06-17 06:00:00
EP031978,           CARLOTTA,13.7,-107.2,1978-06-17 12:00:00
EP031978,           CARLOTTA,13.7,-108.5,1978-06-17 18:00:00
EP031978,           CARLOTTA,13.5,-109.7,1978-06-18 00:00:00
EP031978,           CARLOTTA,13.3,-110.7,1978-06-18 06:00:00
EP031978,           CARLOTTA,13.0,-111.5,1978-06-18 12:00:00
EP031978,           CARLOTTA,12.5,-112.0,1978-06-18 18:00:00
EP031978,           CARLOTTA,12.2,-112.6,1978-06-19 00:00:00
EP031978,           CARLOTTA,11.9,-113.3,1978-06-19 06:00:00
EP031978,           CARLOTTA,11.8,-113.9,1978-06-19 12:00:00
EP031978,           CARLOTTA,11.8,-114.5,1978-06-19 18:00:00
EP031978,           CARLOTTA,11.9,-115.0,1978-06-20 00:00:00
EP031978,           CARLOTTA,12.1,-115.2,1978-06-20 06:00:00
EP031978,           CARLOTTA,12.3,-115.5,1978-06-20 12:00:00
EP031978,           CARLOTTA,12.7,-116.3,1978-06-20 18:00:00
EP031978,           CARLOTTA,13.1,-117.0,1978-06-21 00:00:00
EP031978,           CARLOTTA,13.5,-117.5,1978-06-21 06:00:00
EP031978,           CARLOTTA,13.9,-118.1,1978-06-21 12:00:00
EP031978,           CARLOTTA,14.0,-119.0,1978-06-21 18:00:00
EP031978,           CARLOTTA,14.3,-119.5,1978-06-22 00:00:00
EP031978,           CARLOTTA,14.7,-120.0,1978-06-22 06:00:00
EP031978,           CARLOTTA,15.1,-120.3,1978-06-22 12:00:00
EP031978,           CARLOTTA,15.9,-121.1,1978-06-22 18:00:00
EP031978,           CARLOTTA,16.5,-122.0,1978-06-23 00:00:00
EP031978,           CARLOTTA,17.0,-122.5,1978-06-23 06:00:00
EP031978,           CARLOTTA,17.7,-123.2,1978-06-23 12:00:00
EP031978,           CARLOTTA,18.1,-124.2,1978-06-23 18:00:00
EP031978,           CARLOTTA,18.3,-125.3,1978-06-24 00:00:00
EP031978,           CARLOTTA,18.5,-126.5,1978-06-24 06:00:00
EP031978,           CARLOTTA,18.5,-127.6,1978-06-24 12:00:00
EP031978,           CARLOTTA,18.9,-128.9,1978-06-24 18:00:00
EP031978,           CARLOTTA,19.1,-130.5,1978-06-25 00:00:00
EP031978,           CARLOTTA,19.2,-132.2,1978-06-25 06:00:00
EP031978,           CARLOTTA,19.0,-134.0,1978-06-25 12:00:00
EP031978,           CARLOTTA,19.1,-135.6,1978-06-25 18:00:00
EP041978,             DANIEL,13.6,-100.1,1978-06-26 18:00:00
EP041978,             DANIEL,14.0,-101.0,1978-06-27 00:00:00
EP041978,             DANIEL,14.7,-101.7,1978-06-27 06:00:00
EP041978,             DANIEL,15.3,-102.6,1978-06-27 12:00:00
EP041978,             DANIEL,15.6,-103.6,1978-06-27 18:00:00
EP041978,             DANIEL,15.8,-104.7,1978-06-28 00:00:00
EP041978,             DANIEL,16.1,-105.7,1978-06-28 06:00:00
EP041978,             DANIEL,16.3,-106.7,1978-06-28 12:00:00
EP041978,             DANIEL,16.6,-107.7,1978-06-28 18:00:00
EP041978,             DANIEL,16.7,-108.7,1978-06-29 00:00:00
EP041978,             DANIEL,16.8,-109.8,1978-06-29 06:00:00
EP041978,             DANIEL,16.9,-110.9,1978-06-29 12:00:00
EP041978,             DANIEL,16.9,-111.9,1978-06-29 18:00:00
EP041978,             DANIEL,16.9,-112.9,1978-06-30 00:00:00
EP041978,             DANIEL,16.8,-114.0,1978-06-30 06:00:00
EP041978,             DANIEL,16.8,-115.2,1978-06-30 12:00:00
EP041978,             DANIEL,16.7,-116.6,1978-06-30 18:00:00
EP041978,             DANIEL,16.7,-118.0,1978-07-01 00:00:00
EP041978,             DANIEL,16.7,-119.7,1978-07-01 06:00:00
EP041978,             DANIEL,16.7,-121.3,1978-07-01 12:00:00
EP041978,             DANIEL,16.7,-123.0,1978-07-01 18:00:00
EP041978,             DANIEL,16.6,-124.7,1978-07-02 00:00:00
EP041978,             DANIEL,16.5,-126.3,1978-07-02 06:00:00
EP041978,             DANIEL,16.5,-128.0,1978-07-02 12:00:00
EP041978,             DANIEL,16.8,-129.7,1978-07-02 18:00:00
EP041978,             DANIEL,17.1,-131.7,1978-07-03 00:00:00
EP041978,             DANIEL,17.3,-133.7,1978-07-03 06:00:00
EP041978,             DANIEL,17.3,-135.8,1978-07-03 12:00:00
EP041978,             DANIEL,16.4,-137.8,1978-07-03 18:00:00
EP051978,             EMILIA,15.0,-112.5,1978-07-06 18:00:00
EP051978,             EMILIA,15.0,-113.5,1978-07-07 00:00:00
EP051978,             EMILIA,14.7,-114.5,1978-07-07 06:00:00
EP051978,             EMILIA,14.5,-115.4,1978-07-07 12:00:00
EP051978,             EMILIA,14.9,-116.1,1978-07-07 18:00:00
EP051978,             EMILIA,15.5,-116.7,1978-07-08 00:00:00
EP051978,             EMILIA,16.3,-117.3,1978-07-08 06:00:00
EP051978,             EMILIA,16.8,-117.8,1978-07-08 12:00:00
EP051978,             EMILIA,17.5,-118.5,1978-07-08 18:00:00
EP051978,             EMILIA,18.0,-119.2,1978-07-09 00:00:00
EP051978,             EMILIA,18.4,-120.2,1978-07-09 06:00:00
EP051978,             EMILIA,18.8,-121.3,1978-07-09 12:00:00
EP051978,             EMILIA,19.5,-122.4,1978-07-09 18:00:00
EP051978,             EMILIA,20.0,-123.5,1978-07-10 00:00:00
EP051978,             EMILIA,20.7,-124.5,1978-07-10 06:00:00
EP051978,             EMILIA,21.3,-125.5,1978-07-10 12:00:00
EP051978,             EMILIA,21.7,-126.7,1978-07-10 18:00:00
EP061978,               FICO,10.8,-105.9,1978-07-09 00:00:00
EP061978,               FICO,10.9,-106.9,1978-07-09 06:00:00
EP061978,               FICO,11.2,-107.9,1978-07-09 12:00:00
EP061978,               FICO,11.5,-108.8,1978-07-09 18:00:00
EP061978,               FICO,12.1,-109.5,1978-07-10 00:00:00
EP061978,               FICO,12.5,-110.2,1978-07-10 06:00:00
EP061978,               FICO,13.0,-110.8,1978-07-10 12:00:00
EP061978,               FICO,13.6,-111.4,1978-07-10 18:00:00
EP061978,               FICO,14.2,-112.1,1978-07-11 00:00:00
EP061978,               FICO,14.4,-112.9,1978-07-11 06:00:00
EP061978,               FICO,14.7,-113.3,1978-07-11 12:00:00
EP061978,               FICO,14.7,-113.7,1978-07-11 18:00:00
EP061978,               FICO,14.8,-114.2,1978-07-12 00:00:00
EP061978,               FICO,14.9,-114.6,1978-07-12 06:00:00
EP061978,               FICO,15.0,-115.0,1978-07-12 12:00:00
EP061978,               FICO,14.9,-115.6,1978-07-12 18:00:00
EP061978,               FICO,14.9,-116.0,1978-07-13 00:00:00
EP061978,               FICO,15.0,-116.7,1978-07-13 06:00:00
EP061978,               FICO,15.1,-117.3,1978-07-13 12:00:00
EP061978,               FICO,15.1,-118.4,1978-07-13 18:00:00
EP061978,               FICO,15.2,-119.4,1978-07-14 00:00:00
EP061978,               FICO,15.2,-120.4,1978-07-14 06:00:00
EP061978,               FICO,15.2,-121.5,1978-07-14 12:00:00
EP061978,               FICO,15.0,-122.7,1978-07-14 18:00:00
EP061978,               FICO,15.3,-124.0,1978-07-15 00:00:00
EP061978,               FICO,15.5,-125.4,1978-07-15 06:00:00
EP061978,               FICO,15.5,-126.8,1978-07-15 12:00:00
EP061978,               FICO,15.7,-128.2,1978-07-15 18:00:00
EP061978,               FICO,16.3,-129.7,1978-07-16 00:00:00
EP061978,               FICO,16.3,-131.2,1978-07-16 06:00:00
EP061978,               FICO,16.0,-132.8,1978-07-16 12:00:00
EP061978,               FICO,16.1,-134.3,1978-07-16 18:00:00
EP061978,               FICO,16.5,-135.8,1978-07-17 00:00:00
EP061978,               FICO,16.6,-137.4,1978-07-17 06:00:00
EP061978,               FICO,16.1,-138.9,1978-07-17 12:00:00
EP061978,               FICO,16.1,-140.5,1978-07-17 18:00:00
EP061978,               FICO,16.3,-142.2,1978-07-18 00:00:00
EP061978,               FICO,16.1,-143.4,1978-07-18 06:00:00
EP061978,               FICO,16.1,-144.7,1978-07-18 12:00:00
EP061978,               FICO,16.0,-146.1,1978-07-18 18:00:00
EP061978,               FICO,16.1,-147.3,1978-07-19 00:00:00
EP061978,               FICO,16.0,-148.8,1978-07-19 06:00:00
EP061978,               FICO,16.0,-149.9,1978-07-19 12:00:00
EP061978,               FICO,16.0,-151.0,1978-07-19 18:00:00
EP061978,               FICO,16.0,-152.4,1978-07-20 00:00:00
EP061978,               FICO,16.0,-153.4,1978-07-20 06:00:00
EP061978,               FICO,16.0,-154.5,1978-07-20 12:00:00
EP061978,               FICO,16.0,-155.5,1978-07-20 18:00:00
EP061978,               FICO,16.2,-156.6,1978-07-21 00:00:00
EP061978,               FICO,16.6,-157.7,1978-07-21 06:00:00
EP061978,               FICO,17.0,-158.5,1978-07-21 12:00:00
EP061978,               FICO,17.5,-159.3,1978-07-21 18:00:00
EP061978,               FICO,18.1,-160.0,1978-07-22 00:00:00
EP061978,               FICO,18.7,-160.8,1978-07-22 06:00:00
EP061978,               FICO,19.2,-161.5,1978-07-22 12:00:00
EP061978,               FICO,19.8,-162.2,1978-07-22 18:00:00
EP061978,               FICO,20.2,-162.9,1978-07-23 00:00:00
EP061978,               FICO,20.8,-163.8,1978-07-23 06:00:00
EP061978,               FICO,21.3,-164.6,1978-07-23 12:00:00
EP061978,               FICO,21.7,-165.5,1978-07-23 18:00:00
EP061978,               FICO,21.9,-166.5,1978-07-24 00:00:00
EP061978,               FICO,22.2,-167.5,1978-07-24 06:00:00
EP061978,               FICO,22.5,-168.5,1978-07-24 12:00:00
EP061978,               FICO,22.8,-169.2,1978-07-24 18:00:00
EP061978,               FICO,23.1,-170.2,1978-07-25 00:00:00
EP061978,               FICO,23.4,-170.9,1978-07-25 06:00:00
EP061978,               FICO,23.7,-171.6,1978-07-25 12:00:00
EP061978,               FICO,23.8,-172.3,1978-07-25 18:00:00
EP061978,               FICO,24.0,-173.0,1978-07-26 00:00:00
EP061978,               FICO,24.3,-173.7,1978-07-26 06:00:00
EP061978,               FICO,24.7,-174.3,1978-07-26 12:00:00
EP061978,               FICO,25.0,-175.0,1978-07-26 18:00:00
EP061978,               FICO,25.5,-175.5,1978-07-27 00:00:00
EP061978,               FICO,26.2,-176.2,1978-07-27 06:00:00
EP061978,               FICO,27.0,-176.5,1978-07-27 12:00:00
EP061978,               FICO,28.0,-176.4,1978-07-27 18:00:00
EP061978,               FICO,28.6,-177.0,1978-07-28 00:00:00
EP061978,               FICO,30.0,-177.0,1978-07-28 06:00:00
EP061978,               FICO,31.2,-176.3,1978-07-28 12:00:00
EP061978,               FICO,31.9,-177.5,1978-07-28 18:00:00
EP071978,              GILMA,11.4,-99.5,1978-07-13 00:00:00
EP071978,              GILMA,11.0,-100.3,1978-07-13 06:00:00
EP071978,              GILMA,10.8,-101.1,1978-07-13 12:00:00
EP071978,              GILMA,10.5,-101.8,1978-07-13 18:00:00
EP071978,              GILMA,10.9,-102.8,1978-07-14 00:00:00
EP071978,              GILMA,10.9,-104.0,1978-07-14 06:00:00
EP071978,              GILMA,10.7,-105.3,1978-07-14 12:00:00
EP071978,              GILMA,11.3,-105.8,1978-07-14 18:00:00
EP071978,              GILMA,11.8,-106.7,1978-07-15 00:00:00
EP071978,              GILMA,12.7,-107.7,1978-07-15 06:00:00
EP071978,              GILMA,13.6,-108.7,1978-07-15 12:00:00
EP071978,              GILMA,14.8,-109.8,1978-07-15 18:00:00
EP071978,              GILMA,14.8,-111.2,1978-07-16 00:00:00
EP071978,              GILMA,14.9,-112.2,1978-07-16 06:00:00
EP071978,              GILMA,15.0,-113.2,1978-07-16 12:00:00
EP071978,              GILMA,15.7,-113.7,1978-07-16 18:00:00
EP071978,              GILMA,16.3,-114.5,1978-07-17 00:00:00
EP071978,              GILMA,16.2,-115.3,1978-07-17 06:00:00
EP071978,              GILMA,16.3,-116.2,1978-07-17 12:00:00
EP071978,              GILMA,16.8,-116.8,1978-07-17 18:00:00
EP071978,              GILMA,17.7,-117.5,1978-07-18 00:00:00
EP071978,              GILMA,18.0,-118.6,1978-07-18 06:00:00
EP071978,              GILMA,18.4,-119.8,1978-07-18 12:00:00
EP071978,              GILMA,19.0,-121.0,1978-07-18 18:00:00
EP071978,              GILMA,19.9,-122.3,1978-07-19 00:00:00
EP071978,              GILMA,20.3,-123.8,1978-07-19 06:00:00
EP071978,              GILMA,20.7,-125.3,1978-07-19 12:00:00
EP071978,              GILMA,21.0,-126.8,1978-07-19 18:00:00
EP071978,              GILMA,21.6,-128.2,1978-07-20 00:00:00
EP081978,             HECTOR,13.4,-100.2,1978-07-22 00:00:00
EP081978,             HECTOR,13.7,-100.7,1978-07-22 06:00:00
EP081978,             HECTOR,14.2,-101.2,1978-07-22 12:00:00
EP081978,             HECTOR,14.6,-101.8,1978-07-22 18:00:00
EP081978,             HECTOR,14.9,-102.5,1978-07-23 00:00:00
EP081978,             HECTOR,15.1,-103.3,1978-07-23 06:00:00
EP081978,             HECTOR,15.3,-104.1,1978-07-23 12:00:00
EP081978,             HECTOR,15.5,-104.8,1978-07-23 18:00:00
EP081978,             HECTOR,15.4,-105.6,1978-07-24 00:00:00
EP081978,             HECTOR,15.5,-106.5,1978-07-24 06:00:00
EP081978,             HECTOR,15.6,-107.5,1978-07-24 12:00:00
EP081978,             HECTOR,15.9,-108.7,1978-07-24 18:00:00
EP081978,             HECTOR,16.0,-109.9,1978-07-25 00:00:00
EP081978,             HECTOR,16.2,-111.1,1978-07-25 06:00:00
EP081978,             HECTOR,16.5,-112.2,1978-07-25 12:00:00
EP081978,             HECTOR,17.2,-113.2,1978-07-25 18:00:00
EP081978,             HECTOR,18.0,-114.0,1978-07-26 00:00:00
EP081978,             HECTOR,18.5,-115.1,1978-07-26 06:00:00
EP081978,             HECTOR,19.0,-116.2,1978-07-26 12:00:00
EP081978,             HECTOR,19.8,-116.9,1978-07-26 18:00:00
EP081978,             HECTOR,20.0,-118.0,1978-07-27 00:00:00
EP081978,             HECTOR,20.2,-118.8,1978-07-27 06:00:00
EP081978,             HECTOR,20.4,-119.6,1978-07-27 12:00:00
EP081978,             HECTOR,20.9,-120.3,1978-07-27 18:00:00
EP081978,             HECTOR,21.5,-121.5,1978-07-28 00:00:00
EP081978,             HECTOR,21.8,-122.6,1978-07-28 06:00:00
EP081978,             HECTOR,22.0,-122.8,1978-07-28 12:00:00
EP081978,             HECTOR,22.1,-124.9,1978-07-28 18:00:00
EP081978,             HECTOR,22.4,-126.1,1978-07-29 00:00:00
EP081978,             HECTOR,22.6,-127.4,1978-07-29 06:00:00
EP081978,             HECTOR,23.0,-128.8,1978-07-29 12:00:00
EP081978,             HECTOR,23.5,-130.0,1978-07-29 18:00:00
EP091978,                IVA,18.0,-108.0,1978-08-11 06:00:00
EP091978,                IVA,18.0,-109.0,1978-08-11 12:00:00
EP091978,                IVA,18.2,-109.9,1978-08-11 18:00:00
EP091978,                IVA,18.6,-110.8,1978-08-12 00:00:00
EP091978,                IVA,18.8,-111.7,1978-08-12 06:00:00
EP091978,                IVA,19.1,-112.7,1978-08-12 12:00:00
EP091978,                IVA,19.4,-113.8,1978-08-12 18:00:00
EP091978,                IVA,19.7,-114.7,1978-08-13 00:00:00
EP091978,                IVA,20.1,-115.7,1978-08-13 06:00:00
EP091978,                IVA,20.4,-116.6,1978-08-13 12:00:00
EP091978,                IVA,20.9,-117.3,1978-08-13 18:00:00
EP091978,                IVA,21.1,-117.7,1978-08-14 00:00:00
EP091978,                IVA,21.3,-118.2,1978-08-14 06:00:00
EP091978,                IVA,21.4,-118.5,1978-08-14 12:00:00
EP091978,                IVA,21.6,-119.0,1978-08-14 18:00:00
EP091978,                IVA,22.0,-119.6,1978-08-15 00:00:00
EP091978,                IVA,22.5,-120.0,1978-08-15 06:00:00
EP101978,               JOHN,12.2,-121.0,1978-08-18 00:00:00
EP101978,               JOHN,12.3,-121.7,1978-08-18 06:00:00
EP101978,               JOHN,12.4,-122.4,1978-08-18 12:00:00
EP101978,               JOHN,12.4,-123.3,1978-08-18 18:00:00
EP101978,               JOHN,12.3,-123.8,1978-08-19 00:00:00
EP101978,               JOHN,12.2,-124.3,1978-08-19 06:00:00
EP101978,               JOHN,12.1,-124.6,1978-08-19 12:00:00
EP101978,               JOHN,12.0,-125.0,1978-08-19 18:00:00
EP101978,               JOHN,12.2,-125.6,1978-08-20 00:00:00
EP101978,               JOHN,12.4,-126.1,1978-08-20 06:00:00
EP101978,               JOHN,12.8,-126.8,1978-08-20 12:00:00
EP101978,               JOHN,13.3,-127.3,1978-08-20 18:00:00
EP101978,               JOHN,13.7,-128.2,1978-08-21 00:00:00
EP101978,               JOHN,14.1,-129.1,1978-08-21 06:00:00
EP101978,               JOHN,14.4,-130.1,1978-08-21 12:00:00
EP101978,               JOHN,14.9,-131.1,1978-08-21 18:00:00
EP101978,               JOHN,15.4,-132.4,1978-08-22 00:00:00
EP101978,               JOHN,15.8,-133.6,1978-08-22 06:00:00
EP101978,               JOHN,15.7,-134.8,1978-08-22 12:00:00
EP101978,               JOHN,15.6,-135.8,1978-08-22 18:00:00
EP101978,               JOHN,15.5,-137.0,1978-08-23 00:00:00
EP101978,               JOHN,15.4,-138.2,1978-08-23 06:00:00
EP101978,               JOHN,15.4,-139.4,1978-08-23 12:00:00
EP101978,               JOHN,15.5,-140.5,1978-08-23 18:00:00
